SY,GE,VEND,ITEM,VOL_EQ,FLAVOR/SCENT,FORM,PACKAGE,PRODUCT TYPE,SA BRAND,SA MARKET,SA PRIMARY MARKET,SPECIALITY NAME,STORE LOCATION,ADDITIVES,REFILL TYPE,SIZE,TYPE OF FORMULA,USER INFO,BRUSH HEAD SHAPE,COLOR,NUMBER OF TREATMENTS,TREATMENT,TYPE OF DENTAL ACCS,TYPE OF TOOTHPASTE,USAGE
3,1,10158,85091,0.15,ASSORTED,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIPLE PACK,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,ASSORTED,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8290,0.3313,MISSING,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
3,2,10158,8204,0.25,COOL FRESH,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,24291,29621,0.0531,FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,CALCIUM & FLUORIDE,MISSING,MISSING,SNSTV ANT CVTY WHTNG,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8113,0.05,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8110,0.1313,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8114,0.25,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8190,0.3313,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
3,2,10158,8106,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,85035,0.1688,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8111,0.25,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,8111,0.25,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8189,0.5,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,TWIN PACK,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4204,68886,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE TEETH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8450,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE TEETH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,8204,0.25,MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,7791,0.3313,ORIGINAL,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,PINK,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,7704,0.25,ORIGINAL,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,PURPLE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,7704,0.25,ORIGINAL,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,PURPLE,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,10140,1.2188,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIPLE PACK,EXTRA WHTNNG ANTCVTY,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8436,1.625,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,FOUR PACK,SNSTV ANT CVTY WHTNG,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8428,1.2188,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,TRIPLE PACK,SNSTV ANT CVTY WHTNG,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,2,10158,8501,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,SNS TRT CNTANTCVTWHT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,2,10158,8502,0.1313,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,SNS TRT CNTANTCVTWHT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8520,0.3313,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNS TRT CNTANTCVTWHT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,8520,0.3313,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNS TRT CNTANTCVTWHT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8504,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNS TRT CNTANTCVTWHT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,8504,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNS TRT CNTANTCVTWHT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,7404,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,7490,0.3313,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8435,1.2188,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8352,0.1688,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8380,0.05,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8402,0.1313,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8405,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8370,0.3313,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8420,0.4063,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8409,0.05,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,TRIAL,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8430,0.1688,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,2,10158,8404,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,8404,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8400,0.3313,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8414,0.5,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,TWIN PACK,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8406,0.375,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4206,71846,1.2188,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIPLE PACK,WHITENING ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,3,704,99132,0.3313,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,2,704,99498,0.25,ORIGINAL,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,3,704,99131,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNST TRT CNTR AN CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8116,0.3313,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,715,81054,0.25,FRESH,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,85089,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE TEETH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8460,0.3313,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,EXTR WHTNG SNST ANTC,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8350,0.25,FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,8350,0.25,FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8351,0.05,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIAL,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8355,0.3313,MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,715,66477,0.25,FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,8375,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,8375,0.25,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,88500,0.2688,REGULAR,FOAM,PUMP,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE TTH&WHTNNG,ADULT&CHILD OVER 12,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,88600,0.2688,REGULAR,FOAM,PUMP,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE TEETH,ADULT&CHILD OVER 12,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,83060,0.1688,ALPINE BREEZE,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV ANT CVTY WHTNG,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,85000,0.25,ALPINE BREEZE,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV ANT CVTY WHTNG,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,83040,0.05,ALPINE BREEZE,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,84020,0.2125,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,CHILD,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,83070,0.05,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIAL,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,83050,0.25,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,10158,83050,0.25,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,83045,1.2188,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,TRIPLE PACK,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4200,21437,0.5,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,ANTI CAVITY,ADULT & CHILD OVER 6,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,86075,0.5,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,ANTI CAVITY,ADULT & CHILD OVER 6,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,83057,0.5,ALPINE BREEZE,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,TWIN PACK,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,83080,0.25,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNST ANT CVT BRT FRS,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,712,26966,0.25,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,82000,0.2688,REGULAR,GEL,CAN,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,10158,82050,0.2688,REGULAR,GEL,CAN,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV ANT CVTY WHTNG,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
8,1,50575,302,0.2125,COOL MINT PLUS LIME,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE FREE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
7,1,29545,1038,0.4375,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY,ADULT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,41670,68000,0.1688,SPEARMINT,PASTE,TUBE IN PEGGED BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANT STN WHTN ANT CVT,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
3,1,11588,68000,0.1688,SPEARMINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI STAIN,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
8,1,98508,215,0.2188,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANT STN WHTN ANT CVT,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
1,1,87224,4,0.4,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
1,1,87224,48,0.4,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
1,1,87224,2,0.5625,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,75595,73105,0.2625,SOUR GRAPE,PASTE,STANDING TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,REGULAR,CHILD,MISSING,PURPLE,MISSING,MISSING,MISSING,MISSING,MISSING
