SY,GE,VEND,ITEM,VOL_EQ,FLAVOR/SCENT,FORM,PACKAGE,PRODUCT TYPE,SA BRAND,SA MARKET,SA PRIMARY MARKET,SPECIALITY NAME,STORE LOCATION,ADDITIVES,REFILL TYPE,SIZE,TYPE OF FORMULA,USER INFO,BRUSH HEAD SHAPE,COLOR,NUMBER OF TREATMENTS,TREATMENT,TYPE OF DENTAL ACCS,TYPE OF TOOTHPASTE,USAGE
0,1,33200,20635,0.375,ULTRA MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,22345,0.45,ULTRA MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,20202,0.375,ULTRA MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,20203,0.375,ULTRA MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,VALUE PACK,ANTI CAVITY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,20270,0.2375,COOL MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,ADULT & CHILD OVER 6,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,20260,0.2625,BUBBLE BERRY,PASTE,TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,PINK,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18086,0.2813,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SNSTV ANT CVTY WHTNG,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18087,0.2813,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18089,0.2813,FROSTY MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,POTASSIUM NITRATE,MISSING,MISSING,SENSITIVE ANTI CAVTY,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18807,0.45,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18033,0.2625,COOL FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BAKING SODA AND ZINC,MISSING,MISSING,ANT CVTY BRTH FRSHNR,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18636,0.3938,BOLD MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,TARTAR CONTRL WHTNNG,ADULT & CHILD,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18578,0.3625,CLEAN MINT,LIQUID GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 6,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18575,0.2875,CLEAN MINT,LIQUID GEL,PLASTIC BOTTLE,MISSING,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18960,0.2688,CLEAN MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18963,0.2813,FRESH CLEAN,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,EXTR WHTNN TRTR CNTR,ADULT & CHILD,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4206,70969,1.35,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,TRIPLE PACK,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,33200,18856,1.35,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,TRIPLE PACK,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18664,0.2688,FRESH MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,EXTR WHTNN TRTR CNTR,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18666,0.2813,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,4,33200,18600,0.0563,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,TRIAL,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,33200,18660,0.2688,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,704,99824,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18626,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18815,0.45,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,TRICOLOR,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18565,0.2875,ICY MINT,LIQUID GEL,PLASTIC BOTTLE,MISSING,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18568,0.3625,ICY MINT,LIQUID GEL,PLASTIC BOTTLE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18102,0.2813,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18964,0.2688,MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,TARTAR CONTRL WHTNNG,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,27660,0.2688,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,TARTAR CONTRL WHTNNG,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18103,0.2688,MINT,MISSING,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18235,0.2688,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18625,0.45,ORIGINAL,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4205,89813,1.1813,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,TRIPLE PACK,TARTAR CONTRL WHTNNG,ADULT & CHILD,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18986,1.1813,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,TRIPLE PACK,TARTAR CONTRL WHTNNG,ADULT & CHILD,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18105,0.2688,EXTRA FRESH,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,EXTR WHTNN TRTR CNTR,MISSING,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,3,704,99647,0.2688,FRESH MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,EXTRA WHITENING TRTR,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,717,88733,0.0563,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,TRIAL,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18082,1.35,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18582,0.2688,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,CALCIUM & FLUORIDE,MISSING,MISSING,ANTI CAVITY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18584,0.45,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,CALCIUM & FLUORIDE,MISSING,MISSING,ANTI CAVITY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18583,0.375,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,CALCIUM & FLUORIDE,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18053,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18171,0.4688,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18056,0.0563,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BAKING SODA,MISSING,TRIAL,ANTC EXTR BRTH FRSH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18052,0.3938,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BAKING SODA,MISSING,MISSING,ANTC EXTR BRTH FRSH,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18114,0.3938,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BAKING SODA,MISSING,MISSING,ANTC EXTR BRTH FRSH,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4206,21873,1.125,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,EXTRA WHTNNG ANTCVTY,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18029,1.125,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,EXTRA WHTNNG ANTCVTY,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18115,0.375,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18057,0.0563,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,TRIAL,WHITENING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18085,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,CAVITY & ENML PRTCTN,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4206,74041,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,2,712,19871,0.4688,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18808,0.75,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHTNN TRT CTR AN CVT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18450,0.2813,FRESH MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,ANTI CAVITY ANTIPLAQ,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18320,0.0563,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,ANTI CAVITY ANTIPLAQ,ADULT & CHILD OVER 6,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,33200,18350,0.2813,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,ANTI CAVITY ANTIPLAQ,ADULT & CHILD OVER 6,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,33200,18370,0.3938,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,ANTI CAVITY ANTIPLAQ,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4200,18378,1.6875,FRESH MINT,PASTE,ASSORTED,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,ASSORTED,MISSING,ASSORTED,ASSORTED,ASSORTED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4200,18370,0.4375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,BAKING SODA,MISSING,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,33200,18650,0.2813,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,TRTR CNR AN CT AN PL,ADULT & CHILD OVER 6,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,33200,18670,0.3938,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,TRTR CNR AN CT AN PL,ADULT & CHILD OVER 6,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18113,0.375,ICY MINT,MISSING,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,TARTAR CONTRL WHTNNG,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18192,0.375,ICY MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18955,0.375,ICY MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,WHTNN TRT CTR AN CVT,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18167,0.4875,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLRD AND BAKING SODA,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18112,0.3938,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BAKING SODA,MISSING,MISSING,WHITENING BAKING SDA,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18483,0.0563,BOLD MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,BAKING SODA&PEROXIDE,ADULT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18485,0.2813,BOLD MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,BAKING SODA&PEROXIDE,ADULT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18486,0.2813,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI PLAQUE,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18129,0.2688,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,ANTI CAVITY ANTIPLAQ,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18151,0.2688,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18128,0.2688,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18166,0.4688,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18954,0.375,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18953,0.375,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,ANTI CAVITY ANTIPLAQ,ADULT & CHILD OVER 6,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18860,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,ANTI CAVITY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18830,0.0563,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,TRIAL,ANTI PLAQUE,ADULT & CHILD,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18770,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,TRTR CNR AN CT AN PL,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18750,0.2688,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,TRTR CNR AN CT AN PL,ADULT & CHILD OVER 6,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18840,0.2688,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,ANTI CAVITY ANTIPLAQ,ADULT & CHILD OVER 6,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18110,0.375,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,TARTAR CONTRL WHTNNG,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,33200,18111,0.375,MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,MISSING,WHITENING,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
